ciclo,lote,uf,veiculo,data,distancia_percorrida
ciclo 4,3,MG,FWP-6G22,2023-08-10,"75,0"
ciclo 4,3,MG,FWP-6G22,2023-08-11,"203,0"
ciclo 4,3,MG,FWP-6G22,2023-08-12,"190,0"
ciclo 4,3,MG,FWP-6G22,2023-08-13,"156,0"
ciclo 4,3,MG,FWP-6G22,2023-08-14,"212,0"
ciclo 4,3,MG,FWP-6G22,2023-08-15,"110,0"
ciclo 4,3,MG,FWP-6G22,2023-08-16,"56,0"
ciclo 4,3,MG,FWP-6G22,2023-08-17,"125,0"
ciclo 4,3,MG,FWP-6G22,2023-08-18,"165,0"
ciclo 4,3,MG,FWP-6G22,2023-08-19,"92,0"
ciclo 4,3,MG,FWP-6G22,2023-08-30,"78,0"
ciclo 4,3,MG,FWP-6G22,2023-08-31,"67,0"
ciclo 4,3,MG,FWP-6G22,2023-09-01,"178,0"
ciclo 4,3,MG,FWP-6G22,2023-09-02,"191,0"
ciclo 4,3,MG,FWP-6G22,2023-09-03,"184,0"
ciclo 4,3,MG,FWP-6G22,2023-09-04,"169,0"
ciclo 4,3,MG,FWP-6G22,2023-09-05,"7,0"
ciclo 4,3,MG,FWP-6G22,2023-12-20,"6,0"
ciclo 4,3,PR,SDS-3G27,2023-05-18,"209,0"
ciclo 4,3,PR,SDS-3G27,2023-05-19,"209,0"
ciclo 4,3,PR,SDS-3G27,2023-05-20,"184,0"
ciclo 4,3,PR,SDS-3G27,2023-05-22,"169,0"
ciclo 4,3,PR,SDS-3G27,2023-05-23,"220,0"
ciclo 4,3,PR,SDS-3G27,2023-05-24,"66,0"
ciclo 4,3,PR,SDS-3G27,2023-05-25,"75,0"
ciclo 4,3,PR,SDS-3G27,2023-05-26,"264,0"
ciclo 4,3,PR,SDS-3G27,2023-05-27,"50,0"
ciclo 4,3,PR,SDS-3G27,2023-05-31,"60,0"
ciclo 4,3,PR,SDS-3G27,2023-06-01,"78,0"
ciclo 4,3,PR,SDS-3G27,2023-06-03,"146,0"
ciclo 4,3,PR,SDS-3G27,2023-06-04,"155,0"
ciclo 4,3,PR,SDS-3G27,2023-06-05,"167,0"
ciclo 4,3,PR,SDS-3G27,2023-06-06,"230,0"
ciclo 4,3,PR,SDS-3G27,2023-06-07,"83,0"
ciclo 4,3,PR,SDS-3G27,2023-06-08,"328,0"
ciclo 4,3,PR,SDS-3G27,2023-06-09,"22,0"
ciclo 4,3,PR,SDS-3G27,2023-06-10,"75,0"
ciclo 4,3,PR,SDS-3G27,2023-06-17,"138,0"
ciclo 4,3,PR,SDS-3G27,2023-06-18,"154,0"
ciclo 4,3,PR,SDS-3G27,2023-06-19,"194,0"
ciclo 4,3,PR,SDS-3G27,2023-06-20,"113,0"
ciclo 4,3,PR,SDS-3G27,2023-06-21,"188,0"
ciclo 4,3,PR,SDS-3G27,2023-06-25,"130,0"
ciclo 4,3,PR,SDS-3G27,2023-09-10,"211,0"
ciclo 4,3,PR,SDS-3G27,2023-09-11,"129,0"
ciclo 4,3,PR,SDS-3G27,2023-09-13,"106,0"
ciclo 4,3,PR,SDS-3G27,2023-09-14,"168,0"
ciclo 4,3,PR,SDS-3G27,2023-09-15,"134,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-05,"30,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-06,"147,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-27,"34,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-28,"194,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-29,"67,0"
ciclo 4,3,RS,SDS-3G27,2023-06-26,"62,0"
ciclo 4,3,RS,SDS-3G27,2023-07-01,"40,0"
ciclo 4,3,RS,SDS-3G27,2023-07-03,"291,0"
ciclo 4,3,RS,SDS-3G27,2023-07-04,"177,0"
ciclo 4,3,RS,SDS-3G27,2023-07-05,"67,0"
ciclo 4,3,RS,SDS-3G27,2023-07-06,"325,0"
ciclo 4,3,RS,SDS-3G27,2023-07-08,"173,0"
ciclo 4,3,RS,SDS-3G27,2023-07-09,"370,0"
ciclo 4,3,RS,SDS-3G27,2023-07-10,"184,0"
ciclo 4,3,RS,SDS-3G27,2023-07-11,"344,0"
ciclo 4,3,RS,SDS-3G27,2023-07-17,"189,0"
ciclo 4,3,RS,SDS-3G27,2023-07-18,"154,0"
ciclo 4,3,RS,SDS-3G27,2023-07-19,"152,0"
ciclo 4,3,RS,SDS-3G27,2023-07-20,"100,0"
ciclo 4,3,RS,SDS-3G27,2023-07-21,"137,0"
ciclo 4,3,RS,SDS-3G27,2023-07-24,"85,0"
ciclo 4,3,RS,SDS-3G27,2023-08-06,"74,0"
ciclo 4,3,RS,SDS-3G27,2023-08-08,"70,0"
ciclo 4,3,RS,SDS-3G27,2023-08-13,"16,0"
ciclo 4,3,RS,SDS-3G27,2023-08-14,"133,0"
ciclo 4,3,RS,SDS-3G27,2023-08-15,"227,0"
ciclo 4,3,RS,SDS-3G27,2023-08-16,"0,0"
ciclo 4,3,RS,SDS-3G27,2023-08-17,"162,0"
ciclo 4,3,RS,SDS-3G27,2023-08-18,"57,0"
ciclo 4,3,RS,SDS-3G27,2023-08-19,"49,0"
ciclo 4,3,RS,SDS-3G27,2023-08-21,"205,0"
ciclo 4,3,RS,SDS-3G27,2023-08-22,"263,0"
ciclo 4,3,RS,SDS-3G27,2023-08-24,"134,0"
ciclo 4,3,RS,SDS-3G27,2023-08-25,"196,0"
ciclo 4,3,RS,SDS-3G27,2023-08-26,"216,0"
ciclo 4,3,RS,SDS-3G27,2023-08-27,"213,0"
ciclo 4,3,SC,FWP-6G22,2023-08-31,"3,0"
ciclo 4,3,SC,SDS-3G27,2023-06-21,"3,0"
ciclo 4,3,SC,SDS-3G27,2023-06-25,"58,0"
ciclo 4,3,SC,SDS-3G27,2023-06-26,"65,0"
ciclo 4,3,SC,SDS-3G27,2023-06-27,"231,0"
ciclo 4,3,SC,SDS-3G27,2023-06-28,"49,0"
ciclo 4,3,SC,SDS-3G27,2023-06-30,"72,0"
ciclo 4,3,SC,SDS-3G27,2023-07-01,"50,0"
ciclo 4,3,SC,SDS-3G27,2023-08-04,"65,0"
ciclo 4,3,SC,SDS-3G27,2023-08-05,"252,0"
ciclo 4,3,SC,SDS-3G27,2023-08-13,"7,0"
ciclo 4,3,SC,SDS-3G27,2023-08-29,"312,0"
ciclo 4,3,SC,SDS-3G27,2023-08-30,"104,0"
ciclo 4,3,SC,SDS-3G27,2023-08-31,"110,0"
ciclo 4,3,SC,SDS-3G27,2023-09-01,"281,0"
ciclo 4,3,SC,SDS-3G27,2023-09-02,"25,0"
ciclo 4,3,SC,SDS-3G27,2023-09-04,"25,0"
ciclo 4,3,SC,SDS-3G27,2023-09-05,"15,0"
ciclo 4,3,SP,FWP-6G22,2023-06-21,"10,0"
ciclo 4,3,SP,FWP-6G22,2023-06-26,"32,0"
ciclo 4,3,SP,FWP-6G22,2023-08-07,"14,0"
