data;horario;uf;br;trecho;km;sentido;veiculo;fim_percurso;;;;;
20/07/2020;12:39:07;BA;349;349BA985632;1000000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1008000;C;IZV-6C04;percurso;8000;8000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1017000;C;IZV-6C04;percurso;9000;9000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1018000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1027000;C;IZV-6C04;percurso;9000;9000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1028000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1036000;C;IZV-6C04;percurso;8000;8000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1037000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1045000;C;IZV-6C04;percurso;8000;8000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1046000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1055000;C;IZV-6C04;percurso;9000;9000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1056000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1064000;C;IZV-6C04;percurso;8000;8000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1065000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1066000;C;IZV-6C04;percurso;1000;1000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1074000;C;IZV-6C04;percurso;8000;8000;;;
20/07/2020;12:39:07;BA;349;349BA985632;1075000;C;IZV-6C04;fim_dia;1000;1000;;;
21/07/2020;06:07:43;BA;20;020BA000000;0;C;IZV-6C04;percurso;0;0;;;
21/07/2020;06:07:43;BA;20;020BA000000;3000;C;IZV-6C04;percurso;3000;3000;;;
21/07/2020;06:07:43;BA;20;020BA000000;4000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;06:07:43;BA;20;020BA000000;13000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;06:07:43;BA;20;020BA000000;14000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;22000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;07:13:46;BA;20;020BA017938;23000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;32000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;07:13:46;BA;20;020BA017938;33000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;41000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;07:13:46;BA;20;020BA017938;42000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;50000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;07:13:46;BA;20;020BA017938;51000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;52000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;60000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;07:13:46;BA;20;020BA017938;61000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;07:13:46;BA;20;020BA017938;70000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;07:13:46;BA;20;020BA017938;71000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:01:08;BA;20;020BA075597;79000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;11:01:08;BA;20;020BA075597;80000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:01:08;BA;20;020BA075597;81000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:01:08;BA;20;020BA075597;89000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;11:01:08;BA;20;020BA075597;90000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:01:08;BA;20;020BA075597;107000;C;IZV-6C04;percurso;17000;17000;;;
21/07/2020;11:01:08;BA;20;020BA075597;108000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:01:08;BA;20;020BA075597;117000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;11:01:08;BA;20;020BA075597;118000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:01:08;BA;20;020BA075597;127000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;11:09:52;BA;20;020BA129324;134000;C;IZV-6C04;percurso;7000;7000;;;
21/07/2020;11:09:52;BA;20;020BA129324;135000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;11:09:52;BA;20;020BA129324;135000;C;IZV-6C04;percurso;0;0;;;
21/07/2020;12:37:47;BA;20;020BA135275;146000;C;IZV-6C04;percurso;11000;11000;;;
21/07/2020;12:37:47;BA;20;020BA135275;147000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;12:37:47;BA;20;020BA135275;156000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;12:37:47;BA;20;020BA135275;165000;C;IZV-6C04;percurso;9000;9000;;;
21/07/2020;12:37:47;BA;20;020BA135275;166000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;12:37:47;BA;20;020BA135275;174000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;12:37:47;BA;20;020BA135275;175000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;12:37:47;BA;20;020BA135275;176000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;12:37:47;BA;20;020BA135275;184000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;12:37:47;BA;20;020BA135275;185000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;12:37:47;BA;20;020BA135275;193000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;12:37:47;BA;20;020BA135275;194000;C;IZV-6C04;percurso;1000;1000;;;
21/07/2020;12:37:47;BA;20;020BA135275;202000;C;IZV-6C04;percurso;8000;8000;;;
21/07/2020;12:52:09;BA;20;020BA210175;211000;C;IZV-6C04;fim_dia;9000;9000;;;
22/07/2020;08:05:44;BA;242;242BA907900;913000;C;IZV-6C04;fim_distancia;0;0;;;
22/07/2020;09:03:18;BA;242;242BA926311;939000;C;IZV-6C04;percurso;0;26000;;;
22/07/2020;09:03:18;BA;242;242BA926311;948000;C;IZV-6C04;percurso;9000;9000;;;
22/07/2020;09:03:18;BA;242;242BA926311;954000;C;IZV-6C04;percurso;6000;6000;;;
22/07/2020;09:03:18;BA;242;242BA926311;957000;C;IZV-6C04;percurso;3000;3000;;;
22/07/2020;09:03:18;BA;242;242BA926311;962000;C;IZV-6C04;percurso;5000;5000;;;
22/07/2020;09:03:18;BA;242;242BA926311;968000;C;IZV-6C04;fim_dia;6000;6000;;;
24/07/2020;09:21:25;BA;20;020BA217047;222000;C;IZV-6C04;percurso;0;0;;;
24/07/2020;09:21:25;BA;20;020BA217047;223000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;232000;C;IZV-6C04;percurso;9000;9000;;;
24/07/2020;09:21:25;BA;20;020BA217047;233000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;240000;C;IZV-6C04;percurso;7000;7000;;;
24/07/2020;09:21:25;BA;20;020BA217047;241000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;242000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;250000;C;IZV-6C04;percurso;8000;8000;;;
24/07/2020;09:21:25;BA;20;020BA217047;251000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;260000;C;IZV-6C04;percurso;9000;9000;;;
24/07/2020;09:21:25;BA;20;020BA217047;270000;C;IZV-6C04;percurso;10000;10000;;;
24/07/2020;09:21:25;BA;20;020BA217047;279000;C;IZV-6C04;percurso;9000;9000;;;
24/07/2020;09:21:25;BA;20;020BA217047;280000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;288000;C;IZV-6C04;percurso;8000;8000;;;
24/07/2020;09:21:25;BA;20;020BA217047;289000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;290000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;09:21:25;BA;20;020BA217047;297000;C;IZV-6C04;percurso;7000;7000;;;
24/07/2020;09:21:25;BA;20;020BA217047;298000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;12:02:13;BA;20;020BA305860;306000;C;IZV-6C04;percurso;8000;8000;;;
24/07/2020;12:02:13;BA;20;020BA305860;315000;C;IZV-6C04;percurso;9000;9000;;;
24/07/2020;12:02:13;BA;20;020BA305860;316000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;12:02:13;BA;20;020BA305860;324000;C;IZV-6C04;percurso;8000;8000;;;
24/07/2020;12:02:13;BA;20;020BA305860;325000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;12:02:13;BA;20;020BA305860;334000;C;IZV-6C04;percurso;9000;9000;;;
24/07/2020;12:02:13;BA;20;020BA305860;343000;C;IZV-6C04;percurso;9000;9000;;;
24/07/2020;12:02:13;BA;20;020BA305860;344000;C;IZV-6C04;fim_distancia;1000;1000;;;
24/07/2020;12:59:50;BA;20;020BA350837;365000;C;IZV-6C04;percurso;0;21000;;;
24/07/2020;12:59:50;BA;20;020BA350837;371000;C;IZV-6C04;fim_distancia;6000;6000;;;
24/07/2020;12:59:50;BA;20;020BA350837;395000;C;IZV-6C04;percurso;0;24000;;;
24/07/2020;12:59:50;BA;20;020BA350837;397000;C;IZV-6C04;fim_km_0;2000;2000;;;
24/07/2020;21:00:00;BA;135;88_135BA000000;0;C;IZV-6C04;percurso;0;0;;;
24/07/2020;21:00:00;BA;135;88_135BA000000;4000;C;IZV-6C04;percurso;4000;4000;;;
24/07/2020;21:00:00;BA;135;88_135BA000000;5000;C;IZV-6C04;percurso;1000;1000;;;
24/07/2020;21:00:00;BA;135;88_135BA000000;6000;C;IZV-6C04;fim_dia;1000;1000;;;
25/07/2020;07:50:07;BA;135;135BA000000;0;C;IZV-6C04;percurso;0;0;;;
25/07/2020;08:35:04;BA;135;135BA010352;15000;C;IZV-6C04;percurso;15000;15000;;;
25/07/2020;08:35:04;BA;135;135BA010352;17000;C;IZV-6C04;percurso;2000;2000;;;
25/07/2020;08:35:04;BA;135;135BA010352;25000;C;IZV-6C04;percurso;8000;8000;;;
25/07/2020;09:36:44;BA;135;135BA025648;33000;C;IZV-6C04;percurso;8000;8000;;;
25/07/2020;09:36:44;BA;135;135BA025648;34000;C;IZV-6C04;percurso;1000;1000;;;
25/07/2020;09:36:44;BA;135;135BA025648;41000;C;IZV-6C04;percurso;7000;7000;;;
25/07/2020;09:36:44;BA;135;135BA025648;43000;C;IZV-6C04;percurso;2000;2000;;;
25/07/2020;09:36:44;BA;135;135BA025648;52000;C;IZV-6C04;percurso;9000;9000;;;
25/07/2020;09:36:44;BA;135;135BA025648;60000;C;IZV-6C04;percurso;8000;8000;;;
25/07/2020;09:36:44;BA;135;135BA025648;61000;C;IZV-6C04;percurso;1000;1000;;;
25/07/2020;09:36:44;BA;135;135BA025648;62000;C;IZV-6C04;percurso;1000;1000;;;
25/07/2020;09:36:44;BA;135;135BA025648;70000;C;IZV-6C04;percurso;8000;8000;;;
25/07/2020;09:36:44;BA;135;135BA025648;71000;C;IZV-6C04;fim_dia;1000;1000;;;
26/07/2020;10:21:38;BA;135;135BA177100;179000;C;IZV-6C04;fim_dia;0;0;;;
27/07/2020;06:36:05;BA;135;135BA179843;189000;C;IZV-6C04;percurso;0;0;;;
27/07/2020;06:36:05;BA;135;135BA179843;190000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;06:36:05;BA;135;135BA179843;198000;C;IZV-6C04;percurso;8000;8000;;;
27/07/2020;06:36:05;BA;135;135BA179843;199000;C;IZV-6C04;fim_distancia;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;228000;C;IZV-6C04;percurso;0;29000;;;
27/07/2020;12:47:29;BA;135;135BA228000;230000;C;IZV-6C04;percurso;2000;2000;;;
27/07/2020;12:47:29;BA;135;135BA228000;232000;C;IZV-6C04;percurso;2000;2000;;;
27/07/2020;12:47:29;BA;135;135BA228000;233000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;243000;C;IZV-6C04;percurso;10000;10000;;;
27/07/2020;12:47:29;BA;135;135BA228000;251000;C;IZV-6C04;percurso;8000;8000;;;
27/07/2020;12:47:29;BA;135;135BA228000;252000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;261000;C;IZV-6C04;percurso;9000;9000;;;
27/07/2020;12:47:29;BA;135;135BA228000;262000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;269000;C;IZV-6C04;percurso;7000;7000;;;
27/07/2020;12:47:29;BA;135;135BA228000;270000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;280000;C;IZV-6C04;percurso;10000;10000;;;
27/07/2020;12:47:29;BA;135;135BA228000;281000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;298000;C;IZV-6C04;percurso;17000;17000;;;
27/07/2020;12:47:29;BA;135;135BA228000;299000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;12:47:29;BA;135;135BA228000;300000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;13:06:59;BA;135;135BA307448;316000;C;IZV-6C04;percurso;16000;16000;;;
27/07/2020;13:06:59;BA;135;135BA307448;317000;C;IZV-6C04;percurso;1000;1000;;;
27/07/2020;13:06:59;BA;135;135BA307448;318000;C;IZV-6C04;fim_dia;1000;1000;;;
28/07/2020;07:39:47;BA;135;135BA326283;332000;C;IZV-6C04;percurso;0;0;;;
28/07/2020;11:36:10;BA;135;135BA344800;346000;C;IZV-6C04;fim_dia;14000;14000;;;
29/07/2020;07:58:28;BA;135;135BA381500;388000;C;IZV-6C04;fim_km_0;0;0;;;
29/07/2020;21:00:00;BA;30;89_30BA000000;0;C;IZV-6C04;percurso;0;0;;;
29/07/2020;21:00:00;BA;30;89_30BA000000;1000;C;IZV-6C04;fim_distancia;1000;1000;;;
29/07/2020;21:00:00;BA;30;91_030BA281700;283000;C;IZV-6C04;percurso;0;282000;;;
29/07/2020;21:00:00;BA;30;91_030BA281700;284000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;93_030BA287602;293000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;93_030BA287602;302000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;93_030BA287602;303000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;312000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;313000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;321000;C;IZV-6C04;percurso;8000;8000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;322000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;331000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;332000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;340000;C;IZV-6C04;percurso;8000;8000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;341000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;95_030BA311805;350000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;97_030BA353767;357000;C;IZV-6C04;percurso;7000;7000;;;
29/07/2020;21:00:00;BA;30;97_030BA353767;358000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;97_030BA353767;367000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;97_030BA353767;376000;C;IZV-6C04;percurso;9000;9000;;;
29/07/2020;21:00:00;BA;30;97_030BA353767;377000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;98_030BA377014;385000;C;IZV-6C04;percurso;8000;8000;;;
29/07/2020;21:00:00;BA;30;98_030BA377014;386000;C;IZV-6C04;percurso;1000;1000;;;
29/07/2020;21:00:00;BA;30;98_030BA377014;394000;C;IZV-6C04;fim_dia;8000;8000;;;
01/08/2020;21:00:00;BA;122;266_122BA785000;785000;C;IZV-6C04;percurso;0;0;;;
01/08/2020;21:00:00;BA;122;266_122BA785000;787000;C;IZV-6C04;percurso;2000;2000;;;
01/08/2020;21:00:00;BA;122;266_122BA785000;788000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;266_122BA785000;798000;C;IZV-6C04;percurso;10000;10000;;;
01/08/2020;21:00:00;BA;122;266_122BA785000;799000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;267_122BA804421;808000;C;IZV-6C04;percurso;9000;9000;;;
01/08/2020;21:00:00;BA;122;267_122BA804421;817000;C;IZV-6C04;percurso;9000;9000;;;
01/08/2020;21:00:00;BA;122;267_122BA804421;818000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;268_122BA820587;826000;C;IZV-6C04;percurso;8000;8000;;;
01/08/2020;21:00:00;BA;122;268_122BA820587;827000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;268_122BA820587;837000;C;IZV-6C04;percurso;10000;10000;;;
01/08/2020;21:00:00;BA;122;268_122BA820587;845000;C;IZV-6C04;percurso;8000;8000;;;
01/08/2020;21:00:00;BA;122;268_122BA820587;846000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;269_122BA852950;855000;C;IZV-6C04;percurso;9000;9000;;;
01/08/2020;21:00:00;BA;122;269_122BA852950;856000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;269_122BA852950;864000;C;IZV-6C04;percurso;8000;8000;;;
01/08/2020;21:00:00;BA;122;269_122BA852950;865000;C;IZV-6C04;percurso;1000;1000;;;
01/08/2020;21:00:00;BA;122;269_122BA852950;866000;C;IZV-6C04;fim_dia;1000;1000;;;
02/08/2020;21:00:00;BA;30;100_30BA397762;402000;C;IZV-6C04;percurso;0;0;;;
02/08/2020;21:00:00;BA;30;100_30BA397762;404000;C;IZV-6C04;percurso;2000;2000;;;
02/08/2020;21:00:00;BA;30;100_30BA397762;405000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;100_30BA397762;412000;C;IZV-6C04;percurso;7000;7000;;;
02/08/2020;21:00:00;BA;30;100_30BA397762;413000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;100_30BA397762;414000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;102_030BA422785;423000;C;IZV-6C04;percurso;9000;9000;;;
02/08/2020;21:00:00;BA;30;102_030BA422785;424000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;102_030BA422785;432000;C;IZV-6C04;percurso;8000;8000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;441000;C;IZV-6C04;percurso;9000;9000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;442000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;451000;C;IZV-6C04;percurso;9000;9000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;452000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;453000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;461000;C;IZV-6C04;percurso;8000;8000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;462000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;103_030BA435007;469000;C;IZV-6C04;percurso;7000;7000;;;
02/08/2020;21:00:00;BA;30;105_030BA473878;480000;C;IZV-6C04;percurso;11000;11000;;;
02/08/2020;21:00:00;BA;30;106_030BA483582;489000;C;IZV-6C04;percurso;9000;9000;;;
02/08/2020;21:00:00;BA;30;106_030BA483582;499000;C;IZV-6C04;percurso;10000;10000;;;
02/08/2020;21:00:00;BA;30;106_030BA483582;507000;C;IZV-6C04;percurso;8000;8000;;;
02/08/2020;21:00:00;BA;30;106_030BA483582;508000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;106_030BA483582;509000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;107_030BA511798;517000;C;IZV-6C04;percurso;8000;8000;;;
02/08/2020;21:00:00;BA;30;107_030BA511798;518000;C;IZV-6C04;percurso;1000;1000;;;
02/08/2020;21:00:00;BA;30;107_030BA511798;523000;C;IZV-6C04;percurso;5000;5000;;;
02/08/2020;21:00:00;BA;30;108_030BA528943;536000;C;IZV-6C04;fim_dia;13000;13000;;;
07/09/2020;21:00:00;BA;420;325_420BA092200;93000;C;IZV-6C04;fim_dia;0;0;;;
08/09/2020;21:00:00;BA;330;338_330BA781168;785000;C;IZV-6C04;fim_dia;0;0;;;
09/09/2020;21:00:00;BA;242;353_242BA251400;253000;C;IZV-6C04;percurso;0;0;;;
09/09/2020;21:00:00;BA;242;353_242BA251400;254000;C;IZV-6C04;percurso;1000;1000;;;
09/09/2020;21:00:00;BA;242;353_242BA251400;260000;C;IZV-6C04;percurso;6000;6000;;;
09/09/2020;21:00:00;BA;242;353_242BA251400;263000;C;IZV-6C04;percurso;3000;3000;;;
09/09/2020;21:00:00;BA;242;353_242BA251400;264000;C;IZV-6C04;percurso;1000;1000;;;
09/09/2020;21:00:00;BA;242;354_242BA270086;271000;C;IZV-6C04;percurso;7000;7000;;;
09/09/2020;21:00:00;BA;242;354_242BA270086;273000;C;IZV-6C04;percurso;2000;2000;;;
09/09/2020;21:00:00;BA;242;354_242BA270086;274000;C;IZV-6C04;percurso;1000;1000;;;
09/09/2020;21:00:00;BA;242;354_242BA270086;283000;C;IZV-6C04;percurso;9000;9000;;;
09/09/2020;21:00:00;BA;242;354_242BA270086;292000;C;IZV-6C04;fim_dia;9000;9000;;;
10/09/2020;21:00:00;BA;242;364_242BA299196;301000;C;IZV-6C04;percurso;0;0;;;
10/09/2020;21:00:00;BA;242;365_242BA302084;303000;C;IZV-6C04;percurso;2000;2000;;;
10/09/2020;21:00:00;BA;242;365_242BA302084;311000;C;IZV-6C04;percurso;8000;8000;;;
10/09/2020;21:00:00;BA;242;365_242BA302084;313000;C;IZV-6C04;percurso;2000;2000;;;
10/09/2020;21:00:00;BA;242;365_242BA302084;321000;C;IZV-6C04;percurso;8000;8000;;;
10/09/2020;21:00:00;BA;242;366_242BA321699;322000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;330000;C;IZV-6C04;percurso;8000;8000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;331000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;332000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;338000;C;IZV-6C04;percurso;6000;6000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;339000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;340000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;341000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;349000;C;IZV-6C04;percurso;8000;8000;;;
10/09/2020;21:00:00;BA;242;367_242BA325202;350000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;368_242BA357086;358000;C;IZV-6C04;percurso;8000;8000;;;
10/09/2020;21:00:00;BA;242;368_242BA357086;359000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;368_242BA357086;365000;C;IZV-6C04;percurso;6000;6000;;;
10/09/2020;21:00:00;BA;242;368_242BA357086;368000;C;IZV-6C04;percurso;3000;3000;;;
10/09/2020;21:00:00;BA;242;368_242BA357086;386000;C;IZV-6C04;percurso;18000;18000;;;
10/09/2020;21:00:00;BA;242;368_242BA357086;387000;C;IZV-6C04;percurso;1000;1000;;;
10/09/2020;21:00:00;BA;242;369_242BA389393;395000;C;IZV-6C04;fim_dia;8000;8000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;469000;C;IZV-6C04;percurso;0;0;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;470000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;477000;C;IZV-6C04;percurso;7000;7000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;479000;C;IZV-6C04;percurso;2000;2000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;488000;C;IZV-6C04;percurso;9000;9000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;496000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;497000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;498000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;506000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;507000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;405_242BA468600;516000;C;IZV-6C04;percurso;9000;9000;;;
20/09/2020;21:00:00;BA;242;406_242BA516343;517000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;406_242BA516343;518000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;406_242BA516343;526000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;406_242BA516343;527000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;406_242BA516343;535000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;406_242BA516343;536000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;545000;C;IZV-6C04;percurso;9000;9000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;546000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;555000;C;IZV-6C04;percurso;9000;9000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;563000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;564000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;565000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;573000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;574000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;407_242BA538293;583000;C;IZV-6C04;percurso;9000;9000;;;
