data;horario;uf;br;trecho;km;sentido;veiculo;fim_percurso;;;;;
20/09/2020;21:00:00;BA;242;408_242BA583113;584000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;408_242BA583113;593000;C;IZV-6C04;percurso;9000;9000;;;
20/09/2020;21:00:00;BA;242;408_242BA583113;601000;C;IZV-6C04;percurso;8000;8000;;;
20/09/2020;21:00:00;BA;242;408_242BA583113;602000;C;IZV-6C04;percurso;1000;1000;;;
20/09/2020;21:00:00;BA;242;409_242BA605651;611000;C;IZV-6C04;percurso;9000;9000;;;
20/09/2020;21:00:00;BA;242;409_242BA605651;616000;C;IZV-6C04;fim_dia;5000;5000;;;
22/09/2020;21:00:00;BA;135;410_135BA402740;403000;C;IZV-6C04;percurso;0;0;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;412000;C;IZV-6C04;percurso;9000;9000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;413000;C;IZV-6C04;percurso;1000;1000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;414000;C;IZV-6C04;percurso;1000;1000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;422000;C;IZV-6C04;percurso;8000;8000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;423000;C;IZV-6C04;percurso;1000;1000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;431000;C;IZV-6C04;percurso;8000;8000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;432000;C;IZV-6C04;percurso;1000;1000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;440000;C;IZV-6C04;percurso;8000;8000;;;
22/09/2020;21:00:00;BA;135;411_135BA407152;441000;C;IZV-6C04;fim_dia;1000;1000;;;
23/09/2020;21:00:00;BA;30;412_030BA000000;2000;C;IZV-6C04;fim_distancia;0;0;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;541000;C;IZV-6C04;percurso;0;539000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;542000;C;IZV-6C04;percurso;1000;1000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;550000;C;IZV-6C04;percurso;8000;8000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;551000;C;IZV-6C04;percurso;1000;1000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;559000;C;IZV-6C04;percurso;8000;8000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;560000;C;IZV-6C04;percurso;1000;1000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;561000;C;IZV-6C04;percurso;1000;1000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;569000;C;IZV-6C04;percurso;8000;8000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;570000;C;IZV-6C04;percurso;1000;1000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;579000;C;IZV-6C04;percurso;9000;9000;;;
23/09/2020;21:00:00;BA;30;414_030BA537300;580000;C;IZV-6C04;fim_dia;1000;1000;;;
24/09/2020;21:00:00;BA;30;415_030BA706692;713000;C;IZV-6C04;percurso;0;0;;;
24/09/2020;21:00:00;BA;30;415_030BA706692;714000;C;IZV-6C04;percurso;1000;1000;;;
24/09/2020;21:00:00;BA;30;416_030BA722715;723000;C;IZV-6C04;fim_distancia;9000;9000;;;
24/09/2020;21:00:00;BA;30;418_030BA766837;769000;C;IZV-6C04;percurso;0;46000;;;
24/09/2020;21:00:00;BA;30;418_030BA766837;770000;C;IZV-6C04;percurso;1000;1000;;;
24/09/2020;21:00:00;BA;30;418_030BA766837;771000;C;IZV-6C04;fim_dia;1000;1000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;190000;C;IZV-6C04;percurso;0;0;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;194000;C;IZV-6C04;percurso;4000;4000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;195000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;203000;C;IZV-6C04;percurso;8000;8000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;204000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;213000;C;IZV-6C04;percurso;9000;9000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;222000;C;IZV-6C04;percurso;9000;9000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;223000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;324;423_324BA189800;228000;C;IZV-6C04;fim_distancia;5000;5000;;;
26/09/2020;21:00:00;BA;324;424_324BA261163;269000;C;IZV-6C04;percurso;0;41000;;41000;
26/09/2020;21:00:00;BA;324;424_324BA261163;270000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;324;424_324BA261163;279000;C;IZV-6C04;fim_km_menor;9000;9000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;191000;C;IZV-6C04;percurso;0;0;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;193000;C;IZV-6C04;percurso;2000;2000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;201000;C;IZV-6C04;percurso;8000;8000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;202000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;210000;C;IZV-6C04;percurso;8000;8000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;211000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;212000;C;IZV-6C04;percurso;1000;1000;;;
26/09/2020;21:00:00;BA;122;425_122BA189700;220000;C;IZV-6C04;fim_dia;8000;8000;;;
27/09/2020;21:00:00;BA;324;429_324BA283800;284000;C;IZV-6C04;percurso;0;0;;;
27/09/2020;21:00:00;BA;324;429_324BA283800;285000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;430_324BA290905;291000;C;IZV-6C04;percurso;6000;6000;;;
27/09/2020;21:00:00;BA;324;430_324BA290905;303000;C;IZV-6C04;percurso;12000;12000;;;
27/09/2020;21:00:00;BA;324;431_324BA306477;312000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;431_324BA306477;321000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;431_324BA306477;322000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;330000;C;IZV-6C04;percurso;8000;8000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;331000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;332000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;340000;C;IZV-6C04;percurso;8000;8000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;341000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;349000;C;IZV-6C04;percurso;8000;8000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;350000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;432_324BA326377;356000;C;IZV-6C04;percurso;6000;6000;;;
27/09/2020;21:00:00;BA;324;433_324BA356810;357000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;434_324BA358699;367000;C;IZV-6C04;percurso;10000;10000;;;
27/09/2020;21:00:00;BA;324;434_324BA358699;368000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;434_324BA358699;377000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;434_324BA358699;378000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;435_324BA384351;385000;C;IZV-6C04;percurso;7000;7000;;;
27/09/2020;21:00:00;BA;324;435_324BA384351;386000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;435_324BA384351;387000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;435_324BA384351;396000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;435_324BA384351;397000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;435_324BA384351;405000;C;IZV-6C04;percurso;8000;8000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;415000;C;IZV-6C04;percurso;10000;10000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;423000;C;IZV-6C04;percurso;8000;8000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;424000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;425000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;433000;C;IZV-6C04;percurso;8000;8000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;434000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;436_324BA406513;441000;C;IZV-6C04;percurso;7000;7000;;;
27/09/2020;21:00:00;BA;324;437_324BA442224;452000;C;IZV-6C04;percurso;11000;11000;;;
27/09/2020;21:00:00;BA;324;437_324BA442224;453000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;437_324BA442224;462000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;437_324BA442224;471000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;437_324BA442224;472000;C;IZV-6C04;percurso;1000;1000;;;
27/09/2020;21:00:00;BA;324;438_324BA479639;481000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;438_324BA479639;490000;C;IZV-6C04;percurso;9000;9000;;;
27/09/2020;21:00:00;BA;324;438_324BA479639;491000;C;IZV-6C04;fim_dia;1000;1000;;;
29/09/2020;21:00:00;BA;101;456_101BA006786;9000;C;IZV-6C04;percurso;0;0;;;
29/09/2020;21:00:00;BA;101;456_101BA006786;10000;C;IZV-6C04;percurso;1000;1000;;;
29/09/2020;21:00:00;BA;101;456_101BA006786;18000;C;IZV-6C04;percurso;8000;8000;;;
29/09/2020;21:00:00;BA;101;456_101BA006786;27000;C;IZV-6C04;percurso;9000;9000;;;
29/09/2020;21:00:00;BA;101;456_101BA006786;28000;C;IZV-6C04;percurso;1000;1000;;;
29/09/2020;21:00:00;BA;101;457_101BA035690;36000;C;IZV-6C04;percurso;8000;8000;;;
29/09/2020;21:00:00;BA;101;457_101BA035690;47000;C;IZV-6C04;percurso;11000;11000;;;
29/09/2020;21:00:00;BA;101;457_101BA035690;56000;C;IZV-6C04;percurso;9000;9000;;;
29/09/2020;21:00:00;BA;101;457_101BA035690;57000;C;IZV-6C04;percurso;1000;1000;;;
29/09/2020;21:00:00;BA;101;457_101BA035690;65000;C;IZV-6C04;percurso;8000;8000;;;
29/09/2020;21:00:00;BA;101;458_101BA065960;66000;C;IZV-6C04;percurso;1000;1000;;;
29/09/2020;21:00:00;BA;101;458_101BA065960;75000;C;IZV-6C04;percurso;9000;9000;;;
29/09/2020;21:00:00;BA;101;459_101BA075499;84000;C;IZV-6C04;percurso;9000;9000;;;
29/09/2020;21:00:00;BA;101;459_101BA075499;85000;C;IZV-6C04;percurso;1000;1000;;;
29/09/2020;21:00:00;BA;101;459_101BA075499;93000;C;IZV-6C04;percurso;8000;8000;;;
29/09/2020;21:00:00;BA;101;459_101BA075499;94000;C;IZV-6C04;percurso;1000;1000;;;
29/09/2020;21:00:00;BA;101;460_101BA097313;103000;C;IZV-6C04;percurso;9000;9000;;;
29/09/2020;21:00:00;BA;101;460_101BA097313;104000;C;IZV-6C04;fim_dia;1000;1000;;;
30/09/2020;21:00:00;BA;101;465_101BA117142;119000;C;IZV-6C04;percurso;0;0;;;
30/09/2020;21:00:00;BA;101;465_101BA117142;129000;C;IZV-6C04;percurso;10000;10000;;;
30/09/2020;21:00:00;BA;101;465_101BA117142;132000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;465_101BA117142;135000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;466_101BA140286;142000;C;IZV-6C04;percurso;7000;7000;;;
30/09/2020;21:00:00;BA;101;466_101BA140286;145000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;466_101BA140286;148000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;466_101BA140286;152000;C;IZV-6C04;percurso;4000;4000;;;
30/09/2020;21:00:00;BA;101;466_101BA140286;155000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;467_101BA161986;165000;C;IZV-6C04;percurso;10000;10000;;;
30/09/2020;21:00:00;BA;101;468_101BA166103;168000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;469_101BA170589;178000;C;IZV-6C04;percurso;10000;10000;;;
30/09/2020;21:00:00;BA;101;470_101BA180277;181000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;470_101BA180277;188000;C;IZV-6C04;percurso;7000;7000;;;
30/09/2020;21:00:00;BA;101;470_101BA180277;191000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;471_101BA192073;201000;C;IZV-6C04;percurso;10000;10000;;;
30/09/2020;21:00:00;BA;101;472_101BA207412;214000;C;IZV-6C04;percurso;13000;13000;;;
30/09/2020;21:00:00;BA;101;472_101BA207412;217000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;473_101BA219632;227000;C;IZV-6C04;percurso;10000;10000;;;
30/09/2020;21:00:00;BA;101;473_101BA219632;230000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;474_101BA231333;233000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;475_101BA234741;240000;C;IZV-6C04;percurso;7000;7000;;;
30/09/2020;21:00:00;BA;101;475_101BA234741;243000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;475_101BA234741;246000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;476_101BA249202;253000;C;IZV-6C04;percurso;7000;7000;;;
30/09/2020;21:00:00;BA;101;476_101BA249202;256000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;477_101BA257805;259000;C;IZV-6C04;percurso;3000;3000;;;
30/09/2020;21:00:00;BA;101;477_101BA257805;263000;C;IZV-6C04;fim_dia;4000;4000;;;
01/10/2020;21:00:00;BA;101;497_101BA264179;266000;C;IZV-6C04;percurso;0;0;;;
01/10/2020;21:00:00;BA;101;497_101BA264179;273000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;497_101BA264179;279000;C;IZV-6C04;percurso;6000;6000;;;
01/10/2020;21:00:00;BA;101;498_101BA283231;286000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;499_101BA288055;293000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;499_101BA288055;299000;C;IZV-6C04;percurso;6000;6000;;;
01/10/2020;21:00:00;BA;101;500_101BA301960;309000;C;IZV-6C04;percurso;10000;10000;;;
01/10/2020;21:00:00;BA;101;500_101BA301960;312000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;500_101BA301960;322000;C;IZV-6C04;percurso;10000;10000;;;
01/10/2020;21:00:00;BA;101;501_101BA326997;335000;C;IZV-6C04;percurso;13000;13000;;;
01/10/2020;21:00:00;BA;101;501_101BA326997;338000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;502_101BA347864;349000;C;IZV-6C04;percurso;11000;11000;;;
01/10/2020;21:00:00;BA;101;502_101BA347864;355000;C;IZV-6C04;percurso;6000;6000;;;
01/10/2020;21:00:00;BA;101;502_101BA347864;362000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;504_101BA364783;368000;C;IZV-6C04;percurso;6000;6000;;;
01/10/2020;21:00:00;BA;101;504_101BA364783;371000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;504_101BA364783;381000;C;IZV-6C04;percurso;10000;10000;;;
01/10/2020;21:00:00;BA;101;504_101BA364783;384000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;504_101BA364783;394000;C;IZV-6C04;percurso;10000;10000;;;
01/10/2020;21:00:00;BA;101;505_101BA395911;397000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;505_101BA395911;404000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;505_101BA395911;407000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;505_101BA395911;413000;C;IZV-6C04;percurso;6000;6000;;;
01/10/2020;21:00:00;BA;101;505_101BA395911;420000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;506_101BA422797;423000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;506_101BA422797;430000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;506_101BA422797;433000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;506_101BA422797;436000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;507_101BA438571;443000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;508_101BA445400;447000;C;IZV-6C04;percurso;4000;4000;;;
01/10/2020;21:00:00;BA;101;508_101BA445400;454000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;508_101BA445400;457000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;508_101BA445400;470000;C;IZV-6C04;percurso;13000;13000;;;
01/10/2020;21:00:00;BA;101;508_101BA445400;473000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;509_101BA474425;480000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;510_101BA481069;483000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;510_101BA481069;490000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;511_101BA490237;493000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;511_101BA490237;496000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;511_101BA490237;503000;C;IZV-6C04;percurso;7000;7000;;;
01/10/2020;21:00:00;BA;101;511_101BA490237;506000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;512_101BA507343;509000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;513_101BA511484;512000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;513_101BA511484;522000;C;IZV-6C04;percurso;10000;10000;;;
01/10/2020;21:00:00;BA;101;514_101BA524783;532000;C;IZV-6C04;percurso;10000;10000;;;
01/10/2020;21:00:00;BA;101;514_101BA524783;535000;C;IZV-6C04;percurso;3000;3000;;;
01/10/2020;21:00:00;BA;101;514_101BA524783;538000;C;IZV-6C04;fim_dia;3000;3000;;;
02/10/2020;21:00:00;BA;101;526_101BA540800;542000;C;IZV-6C04;percurso;0;0;;;
02/10/2020;21:00:00;BA;101;526_101BA540800;545000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;526_101BA540800;549000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;526_101BA540800;552000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;526_101BA540800;555000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;527_101BA559728;562000;C;IZV-6C04;percurso;7000;7000;;;
02/10/2020;21:00:00;BA;101;527_101BA559728;565000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;528_101BA566752;568000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;528_101BA566752;575000;C;IZV-6C04;percurso;7000;7000;;;
02/10/2020;21:00:00;BA;101;528_101BA566752;578000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;528_101BA566752;582000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;529_101BA584018;585000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;529_101BA584018;588000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;530_101BA590360;591000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;601000;C;IZV-6C04;percurso;10000;10000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;604000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;607000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;611000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;615000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;617000;C;IZV-6C04;percurso;2000;2000;;;
02/10/2020;21:00:00;BA;101;531_101BA597692;627000;C;IZV-6C04;percurso;10000;10000;;;
02/10/2020;21:00:00;BA;101;532_101BA634333;637000;C;IZV-6C04;percurso;10000;10000;;;
02/10/2020;21:00:00;BA;101;532_101BA634333;640000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;532_101BA634333;643000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;533_101BA648050;650000;C;IZV-6C04;percurso;7000;7000;;;
02/10/2020;21:00:00;BA;101;533_101BA648050;663000;C;IZV-6C04;percurso;13000;13000;;;
02/10/2020;21:00:00;BA;101;534_101BA664786;666000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;534_101BA664786;669000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;534_101BA664786;676000;C;IZV-6C04;percurso;7000;7000;;;
02/10/2020;21:00:00;BA;101;534_101BA664786;679000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;535_101BA679472;686000;C;IZV-6C04;percurso;7000;7000;;;
02/10/2020;21:00:00;BA;101;535_101BA679472;689000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;535_101BA679472;692000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;535_101BA679472;702000;C;IZV-6C04;percurso;10000;10000;;;
02/10/2020;21:00:00;BA;101;536_101BA702419;705000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;536_101BA702419;708000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;536_101BA702419;711000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;536_101BA702419;715000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;537_101BA717041;718000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;537_101BA717041;725000;C;IZV-6C04;percurso;7000;7000;;;
02/10/2020;21:00:00;BA;101;537_101BA717041;728000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;537_101BA717041;738000;C;IZV-6C04;percurso;10000;10000;;;
02/10/2020;21:00:00;BA;101;537_101BA717041;741000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;745000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;751000;C;IZV-6C04;percurso;6000;6000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;754000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;760000;C;IZV-6C04;percurso;6000;6000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;764000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;767000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;771000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;777000;C;IZV-6C04;percurso;6000;6000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;780000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;784000;C;IZV-6C04;percurso;4000;4000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;787000;C;IZV-6C04;percurso;3000;3000;;;
02/10/2020;21:00:00;BA;101;538_101BA744172;790000;C;IZV-6C04;fim_dia;3000;3000;;;
03/10/2020;21:00:00;BA;101;561_101BA792525;795000;C;IZV-6C04;percurso;0;0;;;
03/10/2020;21:00:00;BA;101;561_101BA792525;798000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;562_101BA802535;805000;C;IZV-6C04;percurso;7000;7000;;;
03/10/2020;21:00:00;BA;101;562_101BA802535;808000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;562_101BA802535;812000;C;IZV-6C04;percurso;4000;4000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;815000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;818000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;821000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;828000;C;IZV-6C04;percurso;7000;7000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;831000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;841000;C;IZV-6C04;percurso;10000;10000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;844000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;847000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;854000;C;IZV-6C04;percurso;7000;7000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;860000;C;IZV-6C04;percurso;6000;6000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;867000;C;IZV-6C04;percurso;7000;7000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;870000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;563_101BA812192;873000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;564_101BA873884;874000;C;IZV-6C04;percurso;1000;1000;;;
03/10/2020;21:00:00;BA;101;564_101BA873884;890000;C;IZV-6C04;percurso;16000;16000;;;
03/10/2020;21:00:00;BA;101;564_101BA873884;893000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;564_101BA873884;903000;C;IZV-6C04;percurso;10000;10000;;;
03/10/2020;21:00:00;BA;101;564_101BA873884;906000;C;IZV-6C04;percurso;3000;3000;;;
03/10/2020;21:00:00;BA;101;565_101BA918946;922000;C;IZV-6C04;percurso;16000;16000;;;
03/10/2020;21:00:00;BA;101;565_101BA918946;932000;C;IZV-6C04;percurso;10000;10000;;;
